message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,205583])";"30";"turtlesim2.sim";"1694799565.336347020";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,205588])";"30";"turtlesim1.sim";"1694799565.322903945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,204047])";"30";"turtlesim3.sim";"1694799565.322390657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,204047])";"30";"turtlesim2.sim";"1694799565.319884071";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,202511])";"30";"turtlesim3.sim";"1694799565.307170943";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,204052])";"30";"turtlesim1.sim";"1694799565.306578451";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,202511])";"30";"turtlesim2.sim";"1694799565.303810367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,202515])";"30";"turtlesim1.sim";"1694799565.291287286";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,200974])";"30";"turtlesim3.sim";"1694799565.290843004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,200974])";"30";"turtlesim2.sim";"1694799565.287691543";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,200979])";"30";"turtlesim1.sim";"1694799565.275111539";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,199438])";"30";"turtlesim3.sim";"1694799565.274657548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,199438])";"30";"turtlesim2.sim";"1694799565.272421262";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,199443])";"30";"turtlesim1.sim";"1694799565.258926362";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,197902])";"30";"turtlesim3.sim";"1694799565.258477610";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,197902])";"30";"turtlesim2.sim";"1694799565.256402804";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,197906])";"30";"turtlesim1.sim";"1694799565.243092295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,196365])";"30";"turtlesim3.sim";"1694799565.242361720";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,196365])";"30";"turtlesim2.sim";"1694799565.240095330";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,196370])";"30";"turtlesim1.sim";"1694799565.227487528";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,194829])";"30";"turtlesim3.sim";"1694799565.226355765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,194829])";"30";"turtlesim2.sim";"1694799565.224537428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,194834])";"30";"turtlesim1.sim";"1694799565.211163151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,193293])";"30";"turtlesim3.sim";"1694799565.211136540";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,193293])";"30";"turtlesim2.sim";"1694799565.208217382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,193297])";"30";"turtlesim1.sim";"1694799565.194565821";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,191756])";"30";"turtlesim3.sim";"1694799565.194540887";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,191756])";"30";"turtlesim2.sim";"1694799565.191906066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,191761])";"30";"turtlesim1.sim";"1694799565.179165839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,190220])";"30";"turtlesim3.sim";"1694799565.179137691";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,190220])";"30";"turtlesim2.sim";"1694799565.176299343";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,190225])";"30";"turtlesim1.sim";"1694799565.163420125";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,188684])";"30";"turtlesim3.sim";"1694799565.163302227";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,188684])";"30";"turtlesim2.sim";"1694799565.159851271";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,187147])";"30";"turtlesim3.sim";"1694799565.146996219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,188688])";"30";"turtlesim1.sim";"1694799565.146523301";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,187147])";"30";"turtlesim2.sim";"1694799565.144116733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,185611])";"30";"turtlesim3.sim";"1694799565.131585341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,187152])";"30";"turtlesim1.sim";"1694799565.130993128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,185611])";"30";"turtlesim2.sim";"1694799565.128000423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,184075])";"30";"turtlesim3.sim";"1694799565.115151657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,185616])";"30";"turtlesim1.sim";"1694799565.114759270";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,184075])";"30";"turtlesim2.sim";"1694799565.111753784";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,184079])";"30";"turtlesim1.sim";"1694799565.099322689";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,182538])";"30";"turtlesim3.sim";"1694799565.099040516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,182538])";"30";"turtlesim2.sim";"1694799565.096559214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,182543])";"30";"turtlesim1.sim";"1694799565.083248914";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,181002])";"30";"turtlesim3.sim";"1694799565.083137512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,181002])";"30";"turtlesim2.sim";"1694799565.080296720";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,181007])";"30";"turtlesim1.sim";"1694799565.066923001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,179466])";"30";"turtlesim3.sim";"1694799565.066848477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,179466])";"30";"turtlesim2.sim";"1694799565.064270021";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,177929])";"30";"turtlesim3.sim";"1694799565.051051218";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,179470])";"30";"turtlesim1.sim";"1694799565.050856561";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,177929])";"30";"turtlesim2.sim";"1694799565.048124377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,177934])";"30";"turtlesim1.sim";"1694799565.034572484";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,176393])";"30";"turtlesim3.sim";"1694799565.034260139";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,176393])";"30";"turtlesim2.sim";"1694799565.031890169";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,176397])";"30";"turtlesim1.sim";"1694799565.018542083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,174857])";"30";"turtlesim3.sim";"1694799565.018466511";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,174857])";"30";"turtlesim2.sim";"1694799565.016532932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,174861])";"30";"turtlesim1.sim";"1694799565.003186801";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,173320])";"30";"turtlesim3.sim";"1694799565.002976638";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,173320])";"30";"turtlesim2.sim";"1694799565.000201844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,173325])";"30";"turtlesim1.sim";"1694799564.987062851";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,171784])";"30";"turtlesim3.sim";"1694799564.986912545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,171784])";"30";"turtlesim2.sim";"1694799564.983901816";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,171788])";"30";"turtlesim1.sim";"1694799564.970672933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,170248])";"30";"turtlesim3.sim";"1694799564.970468078";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,170248])";"30";"turtlesim2.sim";"1694799564.968499852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,168711])";"30";"turtlesim3.sim";"1694799564.955187015";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,170252])";"30";"turtlesim1.sim";"1694799564.954610726";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,168711])";"30";"turtlesim2.sim";"1694799564.952005585";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,168716])";"30";"turtlesim1.sim";"1694799564.939093308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,167175])";"30";"turtlesim3.sim";"1694799564.938797166";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,167175])";"30";"turtlesim2.sim";"1694799564.936407008";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,167179])";"30";"turtlesim1.sim";"1694799564.922972990";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,165639])";"30";"turtlesim3.sim";"1694799564.922908594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,165639])";"30";"turtlesim2.sim";"1694799564.919984751";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,165643])";"30";"turtlesim1.sim";"1694799564.907249531";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,164102])";"30";"turtlesim3.sim";"1694799564.907249531";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,164102])";"30";"turtlesim2.sim";"1694799564.903614878";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,164107])";"30";"turtlesim1.sim";"1694799564.891183203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,162566])";"30";"turtlesim3.sim";"1694799564.891148839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,162566])";"30";"turtlesim2.sim";"1694799564.888487683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,162570])";"30";"turtlesim1.sim";"1694799564.874708423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,161030])";"30";"turtlesim3.sim";"1694799564.874686631";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,161030])";"30";"turtlesim2.sim";"1694799564.872172289";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,161034])";"30";"turtlesim1.sim";"1694799564.859199317";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,159493])";"30";"turtlesim3.sim";"1694799564.858913023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,159493])";"30";"turtlesim2.sim";"1694799564.855768680";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,159498])";"30";"turtlesim1.sim";"1694799564.843546470";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,157957])";"30";"turtlesim3.sim";"1694799564.843362779";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,157957])";"30";"turtlesim2.sim";"1694799564.840254057";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,157961])";"30";"turtlesim1.sim";"1694799564.827131757";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,156421])";"30";"turtlesim3.sim";"1694799564.826988505";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,156421])";"30";"turtlesim2.sim";"1694799564.823971629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,156425])";"30";"turtlesim1.sim";"1694799564.811274684";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,154884])";"30";"turtlesim3.sim";"1694799564.811270423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,154884])";"30";"turtlesim2.sim";"1694799564.808529644";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,153348])";"30";"turtlesim3.sim";"1694799564.795146683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,154889])";"30";"turtlesim1.sim";"1694799564.794946019";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,153348])";"30";"turtlesim2.sim";"1694799564.792088529";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,153352])";"30";"turtlesim1.sim";"1694799564.779324323";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,151812])";"30";"turtlesim3.sim";"1694799564.778562806";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,151812])";"30";"turtlesim2.sim";"1694799564.775672838";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,150275])";"30";"turtlesim3.sim";"1694799564.763264421";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,151816])";"30";"turtlesim1.sim";"1694799564.762781165";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,150275])";"30";"turtlesim2.sim";"1694799564.760555491";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,150280])";"30";"turtlesim1.sim";"1694799564.747114420";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,148739])";"30";"turtlesim3.sim";"1694799564.746775603";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,148739])";"30";"turtlesim2.sim";"1694799564.743895064";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,148743])";"30";"turtlesim1.sim";"1694799564.730782542";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,147203])";"30";"turtlesim3.sim";"1694799564.730695725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,147203])";"30";"turtlesim2.sim";"1694799564.728604642";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,145666])";"30";"turtlesim3.sim";"1694799564.715323654";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,147207])";"30";"turtlesim1.sim";"1694799564.714878813";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,145666])";"30";"turtlesim2.sim";"1694799564.711687674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,145670])";"30";"turtlesim1.sim";"1694799564.699547462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,144130])";"30";"turtlesim3.sim";"1694799564.698302758";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,144130])";"30";"turtlesim2.sim";"1694799564.696428193";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,144134])";"30";"turtlesim1.sim";"1694799564.683061716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,142594])";"30";"turtlesim3.sim";"1694799564.682979579";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,142594])";"30";"turtlesim2.sim";"1694799564.680629441";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,142598])";"30";"turtlesim1.sim";"1694799564.666810719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,141057])";"30";"turtlesim3.sim";"1694799564.666740455";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,141057])";"30";"turtlesim2.sim";"1694799564.664027404";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,141061])";"30";"turtlesim1.sim";"1694799564.651329481";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,139521])";"30";"turtlesim3.sim";"1694799564.650803340";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,139521])";"30";"turtlesim2.sim";"1694799564.648095946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,139525])";"30";"turtlesim1.sim";"1694799564.635083093";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,137985])";"30";"turtlesim3.sim";"1694799564.634908062";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,137985])";"30";"turtlesim2.sim";"1694799564.632612473";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,137989])";"30";"turtlesim1.sim";"1694799564.618834261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,136448])";"30";"turtlesim3.sim";"1694799564.618701626";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,136448])";"30";"turtlesim2.sim";"1694799564.616620251";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,134912])";"30";"turtlesim3.sim";"1694799564.603357074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,136452])";"30";"turtlesim1.sim";"1694799564.602507203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,134912])";"30";"turtlesim2.sim";"1694799564.600261343";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,133376])";"30";"turtlesim3.sim";"1694799564.587226489";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,134916])";"30";"turtlesim1.sim";"1694799564.587125005";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,133376])";"30";"turtlesim2.sim";"1694799564.584689656";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,133380])";"30";"turtlesim1.sim";"1694799564.571112318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,131839])";"30";"turtlesim3.sim";"1694799564.571112318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,131839])";"30";"turtlesim2.sim";"1694799564.568110319";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,131843])";"30";"turtlesim1.sim";"1694799564.554888490";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,130303])";"30";"turtlesim3.sim";"1694799564.554861111";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,130303])";"30";"turtlesim2.sim";"1694799564.551601035";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,130307])";"30";"turtlesim1.sim";"1694799564.538598449";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,128767])";"30";"turtlesim3.sim";"1694799564.538566949";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,128767])";"30";"turtlesim2.sim";"1694799564.536342183";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,127230])";"30";"turtlesim3.sim";"1694799564.523173227";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,128771])";"30";"turtlesim1.sim";"1694799564.523151575";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,127230])";"30";"turtlesim2.sim";"1694799564.520321115";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120852, y=6,127234])";"30";"turtlesim1.sim";"1694799564.506962879";"./src/turtle.cpp:update:260"
